Remitente,Diagnostico,Última Modificacion,ID,Grupo Asignado
atrujillo,Voltaje F1/F2,atrujillo,INC000086197215,Imbabura - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000086195694,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,FALLA AC,wllumitaxi,INC000086191902,Manabi - O&M Total
palvear,CAÍDO,mmiranda,INC000086191899,Redes Inalámbricas - Región Chimborazo
svnaranjo,CAIDO,amleons,INC000086191897,Cotopaxi - O&M Total
wllumitaxi,CAIDO,cjimenez,INC000086191896,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,FALLA AC,wllumitaxi,INC000086191895,Manabi - O&M Total
wllumitaxi,INTERMITENTE,mgranda,INC000086191890,Redes Inalámbricas - Móvil Pacífico
palvear,CAÍDO,mmiranda,INC000086191888,Redes Inalámbricas - Móvil Andina
atrujillo,CAIDO,amleons,INC000086191887,Cotopaxi - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000086190250,Redes Inalámbricas - Móvil Pacífico
atrujillo,Voltaje F1/F2,mcnaranjo,INC000086189607,Cotopaxi - O&M Total
svnaranjo,CAIDO,amleons,INC000086189606,Santa Elena - O&M Total
palvear,FALLA AC,pcriollo,INC000086189605,Redes Inalámbricas - Región Chimborazo
palvear,,palvear,INC000086188087,MR & CT - Monitoreo de Red
palvear,CAÍDO,pcriollo,INC000086188084,Core - Voz Móvil Pacífico
atrujillo,Voltaje F1/F2,mcnaranjo,INC000086188083,Manabi - O&M Total
wllumitaxi,CAIDO,pcriollo,INC000086188081,Redes Inalámbricas - Móvil Pacífico
svnaranjo,CAIDO,egcadena,INC000086188078,Manabi - O&M Total
atrujillo,CAIDO,saushay,INC000086188077,Manabi - O&M Total
svnaranjo,INTERMITENTE,mcnaranjo,INC000086186559,Manabi - O&M Total
palvear,CAÍDO,yibarra,INC000086183524,Redes Inalámbricas - Móvil Pacífico
svnaranjo,CAIDO,amleons,INC000086182763,Manabi - O&M Total
jdgranda,CAIDO,wllumitaxi,INC000086178989,Redes Inalámbricas - Móvil Pacífico
alucin,caído,pcriollo,INC000086177429,Huawei
afaguirre,LOVCAL CELL,pcriollo,INC000086177428,Redes Inalámbricas - Móvil Pacífico
lasifuela,CAIDO,mcnaranjo,INC000086176654,Unidad de Soporte de Servicios Masivos
jdgranda,ALARMA AC,jdgranda,INC000086176651,Manabi - O&M Total
jdgranda,ALARMA AC,gayungan,INC000086174370,Zamora - O&M
afaguirre,caido,basanguano,INC000086172850,Redes Inalámbricas - Móvil Pacífico
alucin,caído,egcadena,INC000086172090,Manabi - O&M Total
alucin,caído,svnaranjo,INC000086171330,Huawei
alucin,caído,alucin,INC000086171323,Redes IP/MPLS - Región Andina
afaguirre,caido,pcriollo,INC000086166008,Redes Inalámbricas - Móvil Pacífico
alucin,caído,alucin,INC000086166005,Energía y Climatización - Región Andina
afaguirre,caido,afaguirre,INC000086166004,Redes Inalámbricas - Móvil Andina
lasifuela,CAIDO,calopez,INC000086164484,Energía y Climatización - Región Andina
lasifuela,CAIDO,lasifuela,INC000086162964,Energía y Climatización - Región Andina
lasifuela,PUERTOS ALARMADOS,lasifuela,INC000086160687,Esmeraldas - O&M Total
lasifuela,FALLA AC,lasifuela,INC000086156125,Energía y Climatización - Región Andina
alcarvajal,baja de voltaje,pcriollo,INC000086155364,El Oro - O&M Total
afaguirre,caido,pcriollo,INC000086155358,Redes Inalámbricas - Móvil Pacífico
alucin,caído,calopez,INC000086155350,Huawei
alcarvajal,alarmas de energia,pcriollo,INC000086153070,Manabi - O&M Total
alucin,caído,alucin,INC000086151541,Huawei
lasifuela,FALLA AC,lasifuela,INC000086150775,Manabi - O&M Total
alcarvajal,alarmas de energía,pcriollo,INC000086150728,Chimborazo - O&M Total
alucin,caído,calopez,INC000086146897,Energía y Climatización - Región Pacífico
afaguirre,caido,pcriollo,INC000086146123,Sucumbios - O&M Total
alcarvajal,ALARMAS DE ENERGIA,pcriollo,INC000086146114,Cotopaxi - O&M Total
afaguirre,caido,pcriollo,INC000086146108,Esmeraldas - O&M Total
alucin,caído,alucin,INC000086146103,Zamora - O&M
jdgranda,CAIDO,jdgranda,INC000086146081,Redes Inalámbricas - Móvil Pacífico
jdgranda,CAIDO,jdgranda,INC000086146078,Redes Inalámbricas - Móvil Pacífico
mmiranda,CAIDO,jdgranda,INC000086143791,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,pcriollo,INC000086141472,Unidad de Soporte de Servicios Masivos
mdpacheco,FALLA AC,lasifuela,INC000086141447,Energía y Climatización - Región Andina
amleons,CAIDO,mmiranda,INC000086141419,Redes Inalámbricas - Móvil Pacífico
amleons,CAIDO,jdgranda,INC000086137587,Redes Inalámbricas - Móvil Pacífico
mdpacheco,AC VOLTAGE ABNORMAL,mdpacheco,INC000086136819,Energía y Climatización - Región Andina
gayungan,CAIDO,jdgranda,INC000086132222,Redes Inalámbricas - Móvil Pacífico
mcnaranjo,INTERMITENCIAS,yibarra,INC000086132217,Redes Fibra Óptica - Red Troncal Pacífico
mcnaranjo,CAÍDO,alucin,INC000086131427,Santa Elena - O&M Total
amleons,CAIDO,jdgranda,INC000086131425,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,pcriollo,INC000086131407,Energía y Climatización - Región Pacífico
mdpacheco,CAIDO,lasifuela,INC000086129882,Energía y Climatización - Región Pacífico
egcadena,ALARMAS DE AC,egcadena,INC000086126805,Pastaza - O&M Total
mmiranda,VOLTAJE F1F2,mmiranda,INC000086126803,Los Rios - O&M Total
gayungan,CAIDO,pcriollo,INC000086126770,Redes Inalámbricas - Móvil Andina
mcnaranjo,CAÍDO,alucin,INC000086126757,Sucumbios - O&M Total
cjimenez,CAIDO,cjimenez,INC000086125993,Redes Inalámbricas - Móvil Pacífico
gayungan,FALLA DE AC,gayungan,INC000086124465,Redes Inalámbricas - Móvil Pacífico
gayungan,FALLA DE AC,gayungan,INC000086123700,Esmeraldas - O&M Total
saushay,ALARMA DE ENERGIA,saushay,INC000086123696,Esmeraldas - O&M Total
mcnaranjo,CAÍDO,pcriollo,INC000086122930,Esmeraldas - O&M Total
mdpacheco,FALLA AC,mdpacheco,INC000086122130,Energía y Climatización - Región Andina
cjimenez,AC POWER FAILURE ALARM,cjimenez,INC000086122126,Manabi - O&M Total
mcnaranjo,CAIDO,mcnaranjo,INC000086122108,Redes Inalámbricas - Satelital Andina
saushay,MANTENIMIENTO,saushay,INC000086118258,Redes Inalámbricas - Troncalizado Andina
mdpacheco,FALLA AC,mdpacheco,INC000086117474,Napo - O&M Total
egcadena,INTERMITENTE,pcriollo,INC000086117465,Azuay - O&M
cjimenez,FALLA DE AC,cjimenez,INC000086117448,Redes Inalámbricas - Región Chimborazo
egcadena,FALLA DE AC,egcadena,INC000086114220,Los Rios - O&M Total
amleons,CAIDO,amleons,INC000086113593,Redes Inalámbricas - Móvil Pacífico
mdpacheco,FALLA AC,mdpacheco,INC000086113585,Energía y Climatización - Región Andina
cjimenez,FALLAD E AC/,pcriollo,INC000086112818,Redes Inalámbricas - Región Chimborazo
mdpacheco,FALLA AC,mdpacheco,INC000086112816,Unidad de Soporte de Servicios Masivos
yacunia,Falla AC.,cjimenez,INC000086108911,Redes Inalámbricas - Región Austro
atrujillo,CAIDO,pcriollo,INC000086105106,Manabi - O&M Total
svnaranjo,FALLA DE AC,mdpacheco,INC000086102770,Manabi - O&M Total
wllumitaxi,FALLA AC,amleons,INC000086102768,Manabi - O&M Total
svnaranjo,MODULO RFTE,svnaranjo,INC000086099734,Esmeraldas - O&M Total
yacunia,Falla AC.,pcriollo,INC000086097456,Redes Inalámbricas - Móvil Andina
yacunia,CAIDO,yacunia,INC000086092148,Redes Inalámbricas - Móvil Andina
wllumitaxi,CAIDO,wllumitaxi,INC000086089277,Orellana - O&M Total
atrujillo,CAIDO,pcriollo,INC000086089111,Orellana - O&M Total
yacunia,CAIDO,pcriollo,INC000086087593,Redes Inalámbricas - Móvil Andina
atrujillo,CAIDO,amleons,INC000086086832,Manabi - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000086086831,Redes Inalámbricas - Móvil Pacífico
svnaranjo,VOLTAJE F1/F2,egcadena,INC000086085989,Chimborazo - O&M Total
yacunia,CAIDO,yacunia,INC000086082276,Redes Inalámbricas - Móvil Andina
wllumitaxi,CAIDO,wllumitaxi,INC000086082274,Redes Inalámbricas - Móvil Pacífico
svnaranjo,FALLA DE AC,svnaranjo,INC000086076206,Unidad de Soporte de Servicios Masivos
yacunia,Falla AC.,pcriollo,INC000086076204,Redes Inalámbricas - Móvil Andina
yacunia,Falla AC.,yacunia,INC000086075348,Esmeraldas - O&M Total
alucin,caído,pcriollo,INC000086070020,Energía y Climatización - Región Pacífico
afaguirre,caido,afaguirre,INC000086067743,Redes Inalámbricas - Móvil Pacífico
lveintimilla,CAIDO,calopez,INC000086066982,Energía y Climatización - Región Pacífico
afaguirre,caido,yibarra,INC000086066222,Manabi - O&M Total
basanguano,FALLA AC,pcriollo,INC000086064694,Redes Inalámbricas - Móvil Andina
afaguirre,caido,afaguirre,INC000086059376,Redes Inalámbricas - Móvil Pacífico
basanguano,FALLA AC,pcriollo,INC000086059374,Esmeraldas - O&M Total
basanguano,CAIDO,basanguano,INC000086059371,Redes Inalámbricas - Región Austro
rtaco,CAIDO,pcriollo,INC000086059367,Santa Elena - O&M Total
basanguano,CAIDO,mgranda,INC000086056329,Redes Inalámbricas - Móvil Pacífico
lveintimilla,FALLA DE AC,lveintimilla,INC000086054049,Cotopaxi - O&M Total
basanguano,FALLA AC,gayungan,INC000086054044,Redes Inalámbricas - Móvil Pacífico
rtaco,CAIDO,pcriollo,INC000086049268,Manabi - O&M Total
basanguano,INTERMITENTE,gayungan,INC000086048732,Esmeraldas - O&M Total
basanguano,FALLA AC,basanguano,INC000086048728,Cotopaxi - O&M Total
lveintimilla,CAIDO,pcriollo,INC000086044169,LOJA - O&M Total
rtaco,TARJETA ALARMADA,yibarra,INC000086043392,El Oro - O&M Total
rtaco,TARJETA ALARMADA,mdpacheco,INC000086043381,Santa Elena - O&M Total
afaguirre,caido,pcriollo,INC000086041087,Redes Inalámbricas - Móvil Pacífico
basanguano,reinicio rru,basanguano,INC000086041083,Redes Inalámbricas - Optimización Andina
alucin,CAÍDO,pcriollo,INC000086039561,Huawei
rtaco,FALLA AC,rtaco,INC000086039554,Manabi - O&M Total
afaguirre,caido,pcriollo,INC000086038721,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,basanguano,INC000086035637,Redes Inalámbricas - Móvil Pacífico
cjimenez,CAIDO,cjimenez,INC000086034065,Redes Inalámbricas - Móvil Pacífico
cjimenez,CAIDO,pcriollo,INC000086034046,Redes Inalámbricas - Región Chimborazo
fomorocho,FALLA AC,fomorocho,INC000086034033,Santa Elena - O&M Total
saushay,ALARMA DE ENERGIA,saushay,INC000086034020,Imbabura - O&M Total
aortiz,ENERGIA,aortiz,INC000086030199,Redes Inalámbricas - Móvil Pacífico
cjimenez,CAIDO,cjimenez,INC000086029426,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,aortiz,INC000086029420,Redes Inalámbricas - Móvil Pacífico
mtacuri,Voltaje F1/F2,lveintimilla,INC000086029415,Esmeraldas - O&M Total
cjimenez,CAIDO,mmiranda,INC000086029410,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,aortiz,INC000086029404,Redes Inalámbricas - Móvil Andina
amleons,CAIDO,famaldonado,INC000086029400,Manabi - O&M Total
aortiz,CAIDO,basanguano,INC000086029392,Redes Inalámbricas - Móvil Pacífico
fomorocho,FALLA AC,fomorocho,INC000086025580,Santa Elena - O&M Total
aortiz,CAIDO,aortiz,INC000086024805,Redes Inalámbricas - Móvil Andina
aortiz,CAIDO,aortiz,INC000086024789,Redes Inalámbricas - Móvil Pacífico
saushay,PUERTO ALARMADO,lasifuela,INC000086024788,Accesos - Zona Integral 8
fomorocho,CAIDO,pcriollo,INC000086023995,El Oro - O&M Total
saushay,CAIDO,pcriollo,INC000086021702,Los Rios - O&M Total
saushay,GESTION,saushay,INC000086020920,Cotopaxi - O&M Total
cjimenez,CAIDO,cjimenez,INC000086020129,Redes Inalámbricas - Móvil Pacífico
aortiz,CAIDO,gayungan,INC000086020121,Redes Inalámbricas - Móvil Andina
cjimenez,CAIDO,cjimenez,INC000086020117,Redes Inalámbricas - Móvil Pacífico
amleons,LOW VOLATAJE,famaldonado,INC000086020112,Manabi - O&M Total
fomorocho,CAIDO,pcriollo,INC000086020111,Redes IP/MPLS - Región Andina
aortiz,ENERGIA,aortiz,INC000086020110,Redes Inalámbricas - Móvil Pacífico
aortiz,ENERGIA,aortiz,INC000086020103,Redes Inalámbricas - Móvil Andina
fomorocho,FALLA AC,fomorocho,INC000086020070,El Oro - O&M Total
saushay,ALARMA DE ENERGIA,saushay,INC000086020066,El Oro - O&M Total
saushay,CAIDO,rtaco,INC000086017775,Manabi - O&M Total
lasifuela,FALLA AC,lasifuela,INC000086016242,El Oro - O&M Total
saushay,CAIDO,saushay,INC000086015473,Santa Elena - O&M Total
cjimenez,FALLA DE AC,cjimenez,INC000086015471,Manabi - O&M Total
fomorocho,FALLA AC,fomorocho,INC000086015447,Manabi - O&M Total
saushay,CAIDO,yibarra,INC000086015444,Redes Inalámbricas - Troncalizado Andina
aortiz,ENERGIA,basanguano,INC000086015432,Manabi - O&M Total
mtacuri,CAIDO,yibarra,INC000086015430,Azuay - O&M
saushay,CAIDO,rtaco,INC000086015413,Manabi - O&M Total
fomorocho,FALLA AC,fomorocho,INC000086015404,Tungurahua - O&M Total
amleons,CAIDO,pcriollo,INC000086014632,El Oro - O&M Total
lasifuela,FALLA AC,lasifuela,INC000086011568,Manabi - O&M Total
aortiz,CAIDO,basanguano,INC000086010770,Redes Inalámbricas - Móvil Andina
cjimenez,CAIDO,cjimenez,INC000086010754,Redes Inalámbricas - Móvil Pacífico
mtacuri,CAIDO,alucin,INC000086010736,Redes Fibra Óptica - UFO Andina
amleons,CAIDO,amleons,INC000086010717,El Oro - O&M Total
mtacuri,CAIDO,yibarra,INC000086010708,El Oro - O&M Total
fomorocho,FALLA AC,fomorocho,INC000086006895,Carchi - O&M Total
lasifuela,MANTENIMIENTO,mgranda,INC000086006095,Redes Inalámbricas - Troncalizado Andina
amleons,FALLA DE RED PÚBLICA,pcriollo,INC000086006093,El Oro - O&M Total
amleons,FALLA AC,amleons,INC000086006069,El Oro - O&M Total
fomorocho,CAIDO,yibarra,INC000086006056,El Oro - O&M Total
fomorocho,FALLA AC,fomorocho,INC000086005273,El Oro - O&M Total
gayungan,CAIDO,gayungan,INC000086004377,Redes Inalámbricas - Móvil Andina
gayungan,CAIDO,aortiz,INC000086001461,Redes Inalámbricas - Satelital Andina
gayungan,CAIDO,basanguano,INC000086000698,Orellana - O&M Total
mdpacheco,CAIDO,mgranda,INC000086000696,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,cjimenez,INC000086000695,Redes Inalámbricas - Móvil Pacífico
inoguera,CAIDO,mgranda,INC000086000692,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,cjimenez,INC000086000687,Redes Inalámbricas - Móvil Pacífico
inoguera,CAIDO,mgranda,INC000086000686,Energía y Climatización - Región Pacífico
mdpacheco,CAIDO,mgranda,INC000086000681,Energía y Climatización - Región Pacífico
inoguera,CAIDO,alucin,INC000085999922,Huawei
inoguera,CAIDO,fomorocho,INC000085999454,Santa Elena - O&M Total
inoguera,CAIDO,mtacuri,INC000085996071,Energía y Climatización - Región Pacífico
mdpacheco,CAIDA RUTA 1,mgranda,INC000085995310,Redes Inalámbricas - Región Austro
inoguera,BAJON DE TRAFICO,pcriollo,INC000085995309,Redes IP/MPLS - Región Andina
jdgranda,CAIDO,jdgranda,INC000085990757,Redes Inalámbricas - Móvil Pacífico
inoguera,CAIDO,mgranda,INC000085990756,Energía y Climatización - Región Pacífico
mdpacheco,FALLA AC,saushay,INC000085987719,Energía y Climatización - Región Pacífico
gayungan,LOCAL CELL 1,2 3,yibarra,INC000085986201,Redes Inalámbricas - Región Chimborazo
jdgranda,CAIDO,wllumitaxi,INC000085985441,Redes Inalámbricas - Móvil Pacífico
jdgranda,CAIDO,jdgranda,INC000085985438,Redes Inalámbricas - Móvil Pacífico
mdpacheco,FALLA AC,egcadena,INC000085976333,Energía y Climatización - Región Andina
jdgranda,ALARMA AC,jdgranda,INC000085975572,Manabi - O&M Total
jdgranda,CAIDO,cjimenez,INC000085972538,Redes Inalámbricas - Móvil Pacífico
inoguera,CAIDO,mgranda,INC000085968709,Energía y Climatización - Región Pacífico
jdgranda,CAIDO,jdgranda,INC000085967949,Redes Inalámbricas - Móvil Pacífico
alucin,MANTENIMIENTO,mdpacheco,INC000085967946,Redes Inalámbricas - Región Austro
palvear,CAÍDO,palvear,INC000085967185,Redes Inalámbricas - Móvil Andina
lveintimilla,CAIDO,inoguera,INC000085962630,Galápagos - O&M Total
palvear,CAÍDO,pcriollo,INC000085962627,Redes Inalámbricas - Región Austro
afaguirre,faffa de ac,pcriollo,INC000085952739,Santa Elena - O&M Total
rtaco,CAIDO,inoguera,INC000085951963,Zamora - O&M
rtaco,falla ac,rtaco,INC000085947415,Santa Elena - O&M Total
afaguirre,caido,pcriollo,INC000085947406,Redes Inalámbricas - Móvil Pacífico
basanguano,CAIDO,basanguano,INC000085945885,Redes Inalámbricas - Móvil Pacífico
palvear,CAÍDO,pcriollo,INC000085945839,Redes Inalámbricas - Móvil Andina
lveintimilla,CAIDO,calopez,INC000085944365,Los Rios - O&M Total
alucin,RUTA ALARMADA,lasifuela,INC000085942080,Redes Inalámbricas - Troncalizado Andina
afaguirre,caído,afaguirre,INC000085932884,Zamora - O&M
yacunia,Commerical Power Failure,pcriollo,INC000085932069,Zamora - O&M
mmiranda,CAIDO,basanguano,INC000085928998,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,egcadena,INC000085928986,Energía y Climatización - Región Andina
mmiranda,MIGRACION DE LA TX,basanguano,INC000085928220,Redes Inalámbricas - Región Manabí
mmiranda,CAIDO,basanguano,INC000085928214,Redes Inalámbricas - Región Austro
atrujillo,Voltaje F1/F2,rtaco,INC000085928199,Energía y Climatización - Región Andina
lasifuela,CAIDO,lveintimilla,INC000085928191,Morona Santiago - O&M
egcadena,PUERTOS ALARMADOS,lasifuela,INC000085928173,Accesos - Zona Integral 2
lasifuela,BAJON TRAFICO,lasifuela,INC000085928159,O3B
cjimenez,CAIDO,cjimenez,INC000085926628,Redes Inalámbricas - Región Chimborazo
yacunia,INTERMITENTE,afaguirre,INC000085924784,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,egcadena,INC000085923553,Chimborazo - O&M Total
yacunia,Falla AC.,pcriollo,INC000085923541,Zamora - O&M
lasifuela,CAIDO,lveintimilla,INC000085923514,Energía y Climatización - Región Pacífico
cjimenez,CAIDO,palvear,INC000085921230,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,egcadena,INC000085918911,Unidad de Soporte de Servicios Masivos
egcadena,FALLA DE AC,mgranda,INC000085916605,Unidad de Soporte de Servicios Masivos
egcadena,CAIDO,egcadena,INC000085914305,Unidad de Soporte de Servicios Masivos
lasifuela,CAIDO,lasifuela,INC000085914297,Energía y Climatización - Región Andina
egcadena,CAIDOS,pcriollo,INC000085914285,Bolivar - O&M Total
cjimenez,FALLA DE AC,cjimenez,INC000085914272,Redes Inalámbricas - Móvil Andina
cjimenez,FALLA DE AC,cjimenez,INC000085914263,Redes Inalámbricas - Móvil Pacífico
lasifuela,CAIDO,alucin,INC000085914259,Redes Fibra Óptica - UFO Andina
mmiranda,CAIDO,mmiranda,INC000085914244,Redes Inalámbricas - Móvil Pacífico
saushay,MATENIMIENTO,saushay,INC000085914239,Redes Inalámbricas - Troncalizado Andina
egcadena,CAIDO,egcadena,INC000085914235,Energía y Climatización - Región Pacífico
cjimenez,migración de la TX,cjimenez,INC000085911939,Redes Inalámbricas - Móvil Andina
egcadena,FALLA DE AC,egcadena,INC000085911174,LOJA - O&M Total
atrujillo,Voltaje F1/F2,atrujillo,INC000085911171,LOJA - O&M Total
atrujillo,Voltaje F1/F2,atrujillo,INC000085910404,Azuay - O&M
egcadena,FALLA DE AC,egcadena,INC000085909627,Imbabura - O&M Total
aortiz,CAIDO,aortiz,INC000085909589,Redes Inalámbricas - Móvil Pacífico
egcadena,CAIDO,pcriollo,INC000085909569,Bolivar - O&M Total
aortiz,CAIDO,aortiz,INC000085904912,Redes Inalámbricas - Móvil Pacífico
egcadena,FALLA DE AC,gguayanlema,INC000085904908,Unidad de Soporte de Servicios Masivos
aortiz,Energía,aortiz,INC000085904881,Santa Elena - O&M Total
atrujillo,Voltaje F1/F2,atrujillo,INC000085904868,Esmeraldas - O&M Total
yacunia,CAIDO,pcriollo,INC000085904862,Redes Inalámbricas - Región Austro
cjimenez,CAIDO,cjimenez,INC000085904855,Esmeraldas - O&M Total
yacunia,CAIDO,yacunia,INC000085902557,Redes Inalámbricas - Región Chimborazo
egcadena,CAIDO,egcadena,INC000085902555,Unidad de Soporte de Servicios Masivos
cjimenez,CAIDO,cjimenez,INC000085901027,Redes Inalámbricas - Móvil Andina
cjimenez,FALLA DE AC,cjimenez,INC000085901021,Redes Inalámbricas - Móvil Andina
egcadena,FALLA DE AC,egcadena,INC000085901018,Unidad de Soporte de Servicios Masivos
atrujillo,Voltaje F1/F2,mgranda,INC000085901016,Unidad de Soporte de Servicios Masivos
cjimenez,EJECUCION DE MOP,cjimenez,INC000085900226,Redes Inalámbricas - Móvil Andina
svnaranjo,VOLTAJE F1/F2,atrujillo,INC000085894839,Imbabura - O&M Total
gayungan,CAIDO,mmiranda,INC000085891047,Redes Inalámbricas - Móvil Pacífico
mdpacheco,BAJON TRAFICO,mdpacheco,INC000085890180,O3B
svnaranjo,CAÍDO,svnaranjo,INC000085889473,Redes Inalámbricas - Troncalizado Pacífico
svnaranjo,FALLA DE AC,svnaranjo,INC000085889470,Santa Elena - O&M Total
svnaranjo,FALLA DE AC,svnaranjo,INC000085889466,Santa Elena - O&M Total
jdgranda,CAIDO,cjimenez,INC000085886736,Redes Inalámbricas - Móvil Pacífico
mdpacheco,CAIDO,amleons,INC000085878844,Santa Elena - O&M Total
mdpacheco,CAIDO,amleons,INC000085878079,Santa Elena - O&M Total
svnaranjo,CAIDO,svnaranjo,INC000085878078,Redes Inalámbricas - Troncalizado Pacífico
jdgranda,LOCAL CELL,mgranda,INC000085876890,Redes Inalámbricas - Móvil Andina
gayungan,CAIDO,gayungan,INC000085876670,Redes Inalámbricas - Móvil Pacífico
jdgranda,ALARMA AC,cjimenez,INC000085873523,Redes Inalámbricas - Móvil Pacífico
svnaranjo,FALLA DE AC,pcriollo,INC000085873522,Tungurahua - O&M Total
svnaranjo,MANTENIMEITNO,mgranda,INC000085865181,Redes IP/MPLS - Región Andina
mdpacheco,CAIDO,amleons,INC000085862125,Esmeraldas - O&M Total
jdgranda,CAIDO,jdgranda,INC000085862123,Redes Inalámbricas - Móvil Andina
svnaranjo,CAIDO,svnaranjo,INC000085861363,Esmeraldas - O&M Total
mcnaranjo,MANTENIMIENTO PROGRAMADO,mgranda,INC000085856038,Redes IP/MPLS - Región Pacífico
yacunia,CAIDO,pcriollo,INC000085856035,Redes Inalámbricas - Móvil Pacífico
yacunia,CAIDO,pcriollo,INC000085853948,Redes Inalámbricas - Móvil Pacífico
alucin,caído,pcriollo,INC000085852997,Los Rios - O&M Total
lveintimilla,Falla de ac,lveintimilla,INC000085852996,Orellana - O&M Total
afaguirre,falla de  AC,pcriollo,INC000085851477,Orellana - O&M Total
alucin,FALLA DE AC,alucin,INC000085850716,Esmeraldas - O&M Total
mcnaranjo,CAÍDA RUTA 2,mcnaranjo,INC000085850714,Redes Inalámbricas - Troncalizado Andina
lveintimilla,CAIDO,lveintimilla,INC000085849952,Columbus Network
basanguano,LOCAL CELL,pcriollo,INC000085846156,Redes Inalámbricas - Móvil Pacífico
lveintimilla,CAIDO,pcriollo,INC000085845395,Energía y Climatización - Región Pacífico
lveintimilla,FALLA DE AC,lveintimilla,INC000085840082,Energía y Climatización - Región Pacífico
yacunia,CAIDO,yacunia,INC000085840079,Redes Inalámbricas - Móvil Pacífico
rtaco,CAIDO,lveintimilla,INC000085840078,LOJA - O&M Total
yacunia,Falla AC.,pcriollo,INC000085840074,Redes Inalámbricas - Móvil Pacífico
alucin,falla de ac,alucin,INC000085840072,Energía y Climatización - Región Pacífico
alucin,FALLA DE AC,alucin,INC000085834745,Manabi - O&M Total
rtaco,BAJON TRAFICO,mdpacheco,INC000085834743,O3B
alucin,CAÍDO,calopez,INC000085833979,Manabi - O&M Total
basanguano,CAIDO,basanguano,INC000085832881,Redes Inalámbricas - Móvil Pacífico
rtaco,CAIDO,mtacuri,INC000085830172,Redes Fibra Óptica - Anillos Metropolitanos Pacifico
lveintimilla,CAIDO,calopez,INC000085829381,Manabi - O&M Total
alucin,FALLA DE AC,alucin,INC000085826313,Esmeraldas - O&M Total
mcnaranjo,FALLA DC,mcnaranjo,INC000085824745,El Oro - O&M Total
wllumitaxi,caido,basanguano,INC000085824743,Redes Inalámbricas - Región Chimborazo
lasifuela,FALLA AC,lveintimilla,INC000085824722,Manabi - O&M Total
mtacuri,CAIDO,rtaco,INC000085823938,Redes Fibra Óptica - Red Troncal Andina
cjimenez,CAIDO,pcriollo,INC000085820865,Redes Inalámbricas - Región Austro
lasifuela,CAIDO,amleons,INC000085820863,Orellana - O&M Total
aortiz,CAIDO,mmiranda,INC000085820086,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,wllumitaxi,INC000085820072,Redes Inalámbricas - Móvil Andina
lasifuela,FALLA AC,lasifuela,INC000085820054,Orellana - O&M Total
mtacuri,CAIDO,pcriollo,INC000085820048,El Oro - O&M Total
aortiz,CAIDO,pcriollo,INC000085820002,Redes Inalámbricas - Móvil Pacífico
gguayanlema,ALARMA DE ENERGÍA,alucin,INC000085818470,Manabi - O&M Total
wllumitaxi,FALLA AC,wllumitaxi,INC000085816171,Redes Inalámbricas - Móvil Pacífico
cjimenez,CELL DISABLED,afaguirre,INC000085816169,Redes Inalámbricas - Móvil Pacífico
fomorocho,CAIDO,saushay,INC000085816168,Redes Inalámbricas - Troncalizado Pacífico
aortiz,ENERGIA,mmiranda,INC000085816165,Manabi - O&M Total
lasifuela,FALLA AC,lveintimilla,INC000085815384,El Oro - O&M Total
aortiz,CAIDO,pcriollo,INC000085815383,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,wllumitaxi,INC000085815379,Redes Inalámbricas - Móvil Andina
lasifuela,CAIDO,lveintimilla,INC000085815375,El Oro - O&M Total
gguayanlema,ALARMA DE ENERGÍA,alucin,INC000085815367,El Oro - O&M Total
lasifuela,CAIDO,lveintimilla,INC000085815358,Energía y Climatización - Región Pacífico
gguayanlema,CAIDO,amleons,INC000085815357,El Oro - O&M Total
cjimenez,AC POWER FAILURE ALARM,afaguirre,INC000085815353,El Oro - O&M Total
cjimenez,CAIDO,mmiranda,INC000085812630,Redes Inalámbricas - Móvil Pacífico
wllumitaxi,CAIDO,wllumitaxi,INC000085810740,Redes Inalámbricas - Región Chimborazo
wllumitaxi,FALLA AC,wllumitaxi,INC000085809928,Redes Inalámbricas - Móvil Pacífico
lasifuela,SLOT 11 ALARMADO,lasifuela,INC000085808390,Pastaza - O&M Total
wllumitaxi,CAIDO,wllumitaxi,INC000085808388,Redes Inalámbricas - Móvil Andina
lasifuela,SLOT 4 ALARMADO,lasifuela,INC000085807617,Esmeraldas - O&M Total
